iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,eval_requests,eval_cache_hits,eval_cache_misses,eval_batches,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
31,7428.97242641449,128,128,128,32768,4.403951406478882,148.46041917800903,6.382581688463688,0.06764527955144138,0.6218443976249546,0.09325959148812601,6.792881820350885,0.04223933151251375,0.000188671875,9.27877439931035,2.4848154701136718,0.0019346086638349278,7440.5907276345715,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,14,43,74.72635672617996,34.375,0.0,0.0,65.625,11016659,215429,10801230,261027,0.0,0.0,0.0,0.0,skipped
32,7589.7675240039825,128,128,128,32768,4.071151494979858,156.68173575401306,6.234563451260328,0.058883699235350924,0.4719813757110387,0.10007269865288088,6.621754694730043,0.055038463614452776,0.00018828125,6.996332176029682,1.8724814170429205,0.0019285930665150636,8048.828455636264,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,9,47,73.16413886080215,26.5625,0.0,0.0,73.4375,11421789,228414,11193375,271210,0.0,0.0,0.0,0.0,skipped
33,7744.679201126099,128,128,128,32768,4.190072774887085,150.6805076599121,6.154408764094114,0.06640487258227289,0.35397651174571365,0.06698927023710721,6.46695939078927,0.044598404768046586,0.00018789062500000002,4.437546592205763,1.414486097944126,0.001922324193075105,7820.389229607841,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,9,48,73.59854138398914,25.0,0.0,0.0,75.0,11825498,242026,11583472,281146,0.0,0.0,0.0,0.0,skipped
34,7900.120851993561,128,128,128,32768,5.051435232162476,150.3317096233368,6.009958617389202,0.06125273876389304,0.32512863364536315,0.05368643113140921,6.2733311876654625,0.05045743880843871,0.0001875,3.596419543027878,1.1629177443572654,0.0019158039597221821,6486.869274570962,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,9,45,73.81860068259385,32.8125,0.0,0.0,67.1875,12227859,256097,11971762,290847,0.0,0.0,0.0,0.0,skipped
35,8567.677524328232,128,128,128,32768,4.166456937789917,153.613046169281,5.878215178847313,0.06101798910234872,0.308949951431714,0.04871347405384734,6.109092254191637,0.041789949484593726,0.00018710937500000002,3.5596431624144316,2.0457993021242435,0.0019090343594966336,7864.715869926085,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,9,11,44,74.82813054274565,37.5,0.0,0.0,62.5,12621855,270292,12351563,300157,45.833333333333336,66.66666666666667,33.333333333333336,509.57614278793335,accept (auto)
36,8721.512712478638,128,128,128,32768,4.510000467300415,149.27466297149658,5.8013473600149155,0.05188397248361702,0.2920138060580939,0.0426093806336581,5.991616301238537,0.03221235638224766,0.00018671875,2.8635114012286067,1.3482897127499565,0.0019020174616627935,7265.6311762234,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,9,45,74.16009809073392,31.25,0.0,0.0,68.75,13017033,285358,12731675,310148,0.0,0.0,0.0,0.0,skipped
37,8870.492002010345,128,128,128,32768,4.491647243499756,144.4418761730194,5.729516379535198,0.05139419686093013,0.28835121414158493,0.047190096079406496,5.898478850722313,0.02630235973347123,0.000186328125,2.7474418682977557,1.266976476785255,0.0018947554110764781,7295.319116482568,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,8,46,72.89927205011004,31.25,0.0,0.0,68.75,13419245,301719,13117526,319470,0.0,0.0,0.0,0.0,skipped
38,9036.095474481583,128,128,128,32768,4.1009297370910645,161.4583079814911,5.654880218207836,0.049159120637223164,0.23443971935193986,0.037008836574137505,5.811272297054529,0.0254726648004167,0.0001859375,1.9899917067959905,0.49632751321939733,0.0018872504275293692,7990.383181557144,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,3,6,55,72.66384742951907,25.0,0.0,0.0,75.0,13829031,318499,13510532,329039,0.0,0.0,0.0,0.0,skipped
39,9186.628850460052,128,128,128,32768,4.258507013320923,146.23489475250244,5.599147580564022,0.053094427575131144,0.22442637046333402,0.0322526973396284,5.748929418623447,0.020195155560015082,0.000185546875,2.2632017163559794,2.258078366336415,0.0018795048050704892,7694.71551825541,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,3,7,54,71.86879662666234,17.1875,0.0,0.0,82.8125,14242736,337353,13905383,337282,0.0,0.0,0.0,0.0,skipped
40,9335.022719144821,128,128,128,32768,3.9756908416748047,144.3769073486328,5.528181940317154,0.05830373289349748,0.248745585558936,0.035197413375281934,5.673396024852991,0.02683623202638451,0.00018515625000000002,2.853453761897981,1.669085704066346,0.0018715209113049787,8242.08956504176,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,7,47,73.34821579570438,26.5625,0.0,0.0,73.4375,14646861,356264,14290597,345892,0.0,0.0,0.0,0.0,skipped
